#Fichier XDMF_DATA
#Analysed Files: /home/mlamari/Post_Doc_1/Test_Preliminaire/FEniCSX/J_TestMaille/results_plasticity_Dogbone_vM_maille_01_tempsx4/results_.vtm
#[1] Increment   [2] VonMisesStressBulk   [3] CumulativePlasticStrainBulk   [4] TotalStrainBulk   [5] StressXXBulk   [6] PlasticStrainBulk   [7] ForceBordGauche   [8] StressXXBordGauche   [9] TotalStrainBordGauche   [10] VonMisesStressOzx   [11] CumulativePlasticStrainOzx   [12] TotalStrainOzx   [13] StressXXOzx   [14] PlasticStrainOzx
02006   155.7038844   0.0043066   0.005074   155.6736626   0.0042962   77.7228223   51.8152149   0.0002442   155.0181295   0.0043195   0.005084   155.1462989   0.0043093   
02007   156.1318659   0.0043067   0.0050762   156.1032411   0.0042963   77.9373205   51.9582137   0.0002448   155.4560099   0.0043195   0.0050862   155.5862855   0.0043093   
02008   156.5635004   0.0043067   0.0050784   156.5364681   0.0042963   78.1536734   52.1024489   0.0002455   155.84793   0.0043197   0.0050884   155.9865115   0.0043095   
02009   156.9974518   0.0043067   0.0050806   156.9720144   0.0042963   78.3711889   52.2474593   0.0002462   156.2840195   0.0043197   0.0050906   156.4246841   0.0043095   
02010   157.4229077   0.0043068   0.0050828   157.3992312   0.0042964   78.5846003   52.3897336   0.0002469   156.7019184   0.0043198   0.0050928   156.8424153   0.0043096   
02011   157.855052   0.0043068   0.005085   157.8329396   0.0042964   78.8011944   52.5341296   0.0002475   157.1377446   0.0043198   0.005095   157.2804988   0.0043096   
02012   158.1521236   0.0043077   0.0050874   158.1334665   0.0042973   78.95139   52.63426   0.000248   157.5652318   0.00432   0.0050973   157.7153712   0.0043098   
02013   158.530183   0.0043081   0.0050897   158.5138348   0.0042977   79.141459   52.7609727   0.0002486   157.9496624   0.0043203   0.0050996   158.1033399   0.0043102   
02014   158.9570583   0.0043082   0.0050919   158.9423935   0.0042978   79.3554357   52.9036238   0.0002493   158.3848972   0.0043203   0.0051018   158.5404204   0.0043102   
02015   159.3742293   0.0043083   0.0050941   159.3617287   0.0042979   79.5648974   53.0432649   0.0002499   158.8248199   0.0043203   0.005104   158.9822393   0.0043102   
02016   159.3129634   0.0043115   0.005097   159.3006484   0.0043011   79.5340616   53.0227077   0.0002498   159.2127945   0.0043214   0.0051069   159.3520595   0.0043112   
02017   159.6399613   0.0043123   0.0050994   159.6286455   0.0043018   79.6974744   53.1316496   0.0002504   159.5984281   0.0043218   0.0051093   159.7140708   0.0043117   
02018   160.0390379   0.0043125   0.0051016   160.0296218   0.004302   79.8981142   53.2654095   0.000251   159.9662881   0.0043222   0.0051115   160.0770986   0.0043121   
02019   160.4009265   0.0043129   0.0051038   160.3933188   0.0043024   80.0795357   53.3863571   0.0002515   160.3631711   0.0043225   0.0051137   160.4626734   0.0043123   
02020   160.4714278   0.0043151   0.0051064   160.4751085   0.0043047   80.1218844   53.4145896   0.0002517   160.8331552   0.0043225   0.0051161   160.9494636   0.0043124   
02021   160.7608694   0.0043161   0.0051088   160.7666821   0.0043056   80.2673681   53.5115788   0.0002521   161.1212412   0.0043234   0.0051185   161.2652189   0.0043133   
02022   149.7508579   0.00439   0.0051274   149.6972324   0.0043794   74.7379049   49.8252699   0.0002348   150.4600515   0.0043974   0.0051388   150.4882726   0.0043871   
02023   150.1249147   0.0043904   0.0051296   150.0754512   0.0043798   74.9270144   49.951343   0.0002354   150.9109952   0.0043974   0.005141   150.9443697   0.0043871   
02024   150.5611274   0.0043904   0.0051318   150.5132202   0.0043798   75.1456143   50.0970762   0.0002361   151.3096901   0.0043976   0.0051432   151.3522764   0.0043873   
02025   150.9969397   0.0043904   0.005134   150.9506249   0.0043798   75.3640281   50.2426854   0.0002368   151.7466616   0.0043976   0.0051454   151.790423   0.0043873   
02026   151.4215939   0.0043905   0.0051362   151.3776515   0.0043799   75.5771762   50.3847842   0.0002375   152.1405736   0.0043978   0.0051476   152.1850267   0.0043876   
02027   151.8266775   0.0043907   0.0051385   151.7847594   0.0043801   75.7803334   50.5202223   0.0002381   152.1425344   0.0044   0.0051499   152.2145022   0.0043897   
02028   152.2611798   0.0043907   0.0051407   152.2207889   0.0043801   75.9981465   50.665431   0.0002388   152.5125447   0.0044003   0.0051521   152.5912042   0.00439   
02029   152.698081   0.0043907   0.0051429   152.6591733   0.0043801   76.2170705   50.8113803   0.0002395   152.9477584   0.0044003   0.0051542   153.0285082   0.00439   
02030   153.1349858   0.0043907   0.005145   153.0975576   0.0043801   76.4359944   50.9573296   0.0002401   153.3829757   0.0044003   0.0051564   153.465812   0.00439   
02031   153.5718942   0.0043907   0.0051472   153.535942   0.0043801   76.6549186   51.1032791   0.0002408   153.8181962   0.0044003   0.0051586   153.9031162   0.00439   
02032   153.9905416   0.0043908   0.0051495   153.9565265   0.0043802   76.8649447   51.2432965   0.0002415   154.2662199   0.0044003   0.0051609   154.3529828   0.00439   
02033   154.3683765   0.0043912   0.0051517   154.3396847   0.0043806   77.0563903   51.3709269   0.0002421   154.7161152   0.0044003   0.0051631   154.8127849   0.00439   
02034   154.8044308   0.0043912   0.0051539   154.7772374   0.0043806   77.274875   51.5165834   0.0002428   155.1526293   0.0044003   0.0051653   155.2503039   0.00439   
02035   155.2407355   0.0043912   0.0051561   155.215202   0.0043806   77.4935644   51.6623763   0.0002435   155.5876933   0.0044003   0.0051675   155.6874558   0.00439   
02036   155.6770468   0.0043912   0.0051583   155.6529765   0.0043806   77.7121659   51.8081106   0.0002441   156.0231235   0.0044003   0.0051697   156.1249698   0.00439   
02037   156.1037558   0.0043912   0.0051605   156.081584   0.0043807   77.926131   51.950754   0.0002448   156.4596065   0.0044003   0.0051719   156.5637656   0.00439   
02038   156.5370515   0.0043913   0.0051627   156.5164855   0.0043807   78.143435   52.0956234   0.0002455   156.8938047   0.0044003   0.005174   157.0001809   0.00439   
02039   156.9562064   0.0043914   0.0051649   156.9390976   0.0043808   78.3545466   52.2363644   0.0002461   157.3295483   0.0044003   0.0051762   157.4387202   0.00439   
02040   157.3922295   0.0043914   0.0051671   157.376712   0.0043808   78.573115   52.3820767   0.0002468   157.7646751   0.0044003   0.0051784   157.8760851   0.00439   
02041   157.8268928   0.0043914   0.0051693   157.8129042   0.0043808   78.7909216   52.5272811   0.0002475   158.2004004   0.0044003   0.0051806   158.3139534   0.00439   
02042   158.2500705   0.0043915   0.0051715   158.2383903   0.0043809   79.0037168   52.6691445   0.0002482   158.519687   0.004401   0.0051829   158.6363157   0.0043907   
02043   158.6821446   0.0043915   0.0051737   158.6719824   0.0043809   79.2202723   52.8135149   0.0002489   158.9587633   0.004401   0.0051851   159.0742904   0.0043907   
02044   159.1139667   0.0043915   0.0051759   159.1053735   0.004381   79.4366792   52.9577861   0.0002495   159.396346   0.004401   0.0051873   159.5130869   0.0043907   
02045   159.4557682   0.0043916   0.0051777   159.4377661   0.0043811   79.6028228   53.0685485   0.0002501   159.7982965   0.004401   0.0051893   159.9101523   0.0043907   
02046   159.7677178   0.0043924   0.00518   159.7532785   0.0043819   79.7615828   53.1743885   0.0002506   160.2501596   0.0044011   0.0051917   160.3677051   0.0043908   
02047   160.1942621   0.0043925   0.0051822   160.181693   0.0043819   79.9755205   53.3170137   0.0002512   160.6869944   0.0044011   0.0051939   160.8088539   0.0043908   
02048   160.6124724   0.0043926   0.0051845   160.6016758   0.004382   80.18548   53.4569867   0.0002519   161.1293087   0.0044011   0.0051961   161.2569505   0.0043908   
02049   160.5735582   0.0043946   0.0051863   160.5543788   0.0043841   80.1627186   53.4418124   0.0002518   160.8536018   0.0044057   0.0051992   160.9187038   0.0043954   
02050   160.8848653   0.0043954   0.0051886   160.8684579   0.0043848   80.3195574   53.5463716   0.0002523   161.2882908   0.0044058   0.0052015   161.3568209   0.0043955   
02051   149.706502   0.0044714   0.0052085   149.6415186   0.0044608   74.7120183   49.8080122   0.0002348   150.1213019   0.0044822   0.0052216   150.0782788   0.0044717   
02052   150.1407562   0.0044715   0.0052107   150.077394   0.0044608   74.9297156   49.9531437   0.0002354   150.557028   0.0044822   0.0052238   150.516639   0.0044717   
02053   150.5523653   0.0044716   0.0052129   150.4918431   0.0044609   75.1363205   50.0908803   0.0002361   150.999003   0.0044822   0.005226   150.9617646   0.0044717   
02054   150.986063   0.0044716   0.0052151   150.9272462   0.004461   75.3537172   50.2358114   0.0002368   151.4350411   0.0044822   0.0052282   151.4000441   0.0044717   
02055   151.3842104   0.0044719   0.0052173   151.3284062   0.0044612   75.5537849   50.36919   0.0002374   151.8418797   0.0044824   0.0052304   151.8148459   0.0044719   
02056   151.8199769   0.0044719   0.0052195   151.7656885   0.0044612   75.7721498   50.5147665   0.0002381   152.2775811   0.0044824   0.0052326   152.2522217   0.0044719   
02057   152.2553773   0.0044719   0.0052217   152.2026513   0.0044612   75.9903605   50.6602404   0.0002388   152.7132269   0.0044824   0.0052348   152.6899591   0.0044719   
02058   152.6648836   0.0044721   0.005224   152.6147312   0.0044614   76.1963285   50.7975524   0.0002394   152.9810976   0.0044832   0.005237   152.9766711   0.0044728   
02059   153.0608885   0.0044723   0.0052262   153.0141067   0.0044616   76.3956633   50.9304422   0.00024   153.320831   0.0044837   0.0052392   153.3149041   0.0044733   
02060   153.497816   0.0044723   0.0052284   153.4524912   0.0044616   76.6145871   51.0763914   0.0002407   153.7560928   0.0044837   0.0052414   153.7522083   0.0044733   
02061   153.9315687   0.0044723   0.0052306   153.8878036   0.0044617   76.8319632   51.2213088   0.0002414   154.1921557   0.0044837   0.0052436   154.1906327   0.0044733   
02062   154.2417556   0.0044731   0.005233   154.2027974   0.0044625   76.9893789   51.3262526   0.0002419   154.6018619   0.004484   0.005246   154.6215557   0.0044735   
02063   154.6643692   0.0044732   0.0052352   154.6273215   0.0044626   77.201367   51.467578   0.0002425   155.0428503   0.004484   0.0052482   155.0608764   0.0044735   
02064   155.025972   0.0044737   0.0052375   154.9923378   0.004463   77.3836225   51.5890817   0.0002431   155.4523346   0.0044842   0.0052505   155.4684905   0.0044738   
02065   155.4573607   0.0044737   0.0052397   155.4253428   0.0044631   77.5998256   51.7332171   0.0002438   155.8868753   0.0044842   0.0052527   155.9033626   0.0044738   
02066   155.8789052   0.0044738   0.0052419   155.848659   0.0044632   77.8112241   51.8741494   0.0002445   156.3269497   0.0044842   0.0052549   156.3449375   0.0044738   
02067   156.3033703   0.0044739   0.0052441   156.2750582   0.0044632   78.0241609   52.0161072   0.0002451   156.7658646   0.0044842   0.0052571   156.7858273   0.0044738   
02068   156.7403446   0.0044739   0.0052463   156.7134426   0.0044632   78.2430848   52.1620565   0.0002458   157.2011714   0.0044842   0.0052592   157.2231314   0.0044738   
02069   157.1624049   0.004474   0.0052485   157.137158   0.0044633   78.4545973   52.3030649   0.0002465   157.6409743   0.0044842   0.0052614   157.6644313   0.0044738   
02070   157.5974306   0.004474   0.0052507   157.5736382   0.0044634   78.6726012   52.4484008   0.0002472   158.0768563   0.0044842   0.0052636   158.1023327   0.0044738   
02071   157.9530637   0.0044745   0.005253   157.9324449   0.0044639   78.851906   52.5679373   0.0002477   158.439112   0.0044848   0.0052659   158.4525853   0.0044743   
02072   158.3828083   0.0044746   0.0052552   158.3637373   0.0044639   79.0672649   52.7115099   0.0002484   158.8765482   0.0044848   0.0052681   158.8920925   0.0044743   
02073   158.7183164   0.0044752   0.0052575   158.7026609   0.0044646   79.2363306   52.8242204   0.0002489   159.3408985   0.0044848   0.0052705   159.3581732   0.0044743   
02074   159.1486224   0.0044753   0.0052597   159.1343958   0.0044646   79.4518594   52.9679062   0.0002496   159.7248133   0.004485   0.0052727   159.7534799   0.0044746   
02075   159.4746673   0.004476   0.0052621   159.463316   0.0044653   79.6162064   53.077471   0.0002501   159.9122148   0.0044864   0.005275   159.9418562   0.004476   
02076   159.908534   0.004476   0.0052643   159.898644   0.0044653   79.8335804   53.2223869   0.0002508   160.348505   0.0044864   0.0052772   160.3800791   0.004476   
02077   159.1438072   0.0044836   0.0052679   159.1394158   0.0044729   79.4555384   52.9703589   0.0002496   159.6066674   0.0044932   0.0052802   159.6964994   0.0044827   
02078   159.5795547   0.0044836   0.0052701   159.5765549   0.0044729   79.6738526   53.1159017   0.0002503   160.0413054   0.0044932   0.0052824   160.1330208   0.0044827   
02079   159.7973836   0.0044848   0.0052725   159.8061169   0.0044741   79.7883046   53.1922031   0.0002506   160.2687731   0.0044942   0.0052847   160.3929375   0.0044837   
02080   160.204947   0.004485   0.0052747   160.2155819   0.0044743   79.993052   53.3287013   0.0002513   160.6860058   0.0044944   0.0052869   160.802557   0.0044839   
02081   160.5731279   0.0044854   0.005277   160.5861671   0.0044747   80.1782663   53.4521775   0.0002519   161.0372692   0.0044949   0.0052892   161.164927   0.0044844   
02082   160.9300814   0.004486   0.0052793   160.9471936   0.0044752   80.3588195   53.5725463   0.0002524   161.4759241   0.004495   0.0052915   161.6005179   0.0044846   
02083   161.0456319   0.0044874   0.0052813   161.0677936   0.0044767   80.4185677   53.6123785   0.0002526   161.5063833   0.0044969   0.0052937   161.6738564   0.0044864   
02084   161.4241596   0.0044878   0.0052836   161.4481044   0.0044771   80.6084426   53.7389617   0.0002532   161.7834966   0.0044978   0.0052959   161.9754971   0.0044873   
02085   161.3831713   0.0044905   0.0052861   161.4115764   0.0044797   80.5900519   53.7267012   0.0002532   162.2084596   0.0044987   0.0052988   162.3268709   0.0044882   
02086   161.7684572   0.0044905   0.0052881   161.7992054   0.0044798   80.7834834   53.8556556   0.0002538   162.595477   0.0044987   0.0053008   162.7183838   0.0044882   
02087   156.5054429   0.0045199   0.0052911   156.564206   0.0045091   78.1707437   52.1138291   0.0002456   156.9126612   0.004538   0.0053119   157.2461998   0.0045274   
02088   156.9309263   0.00452   0.0052933   156.9915509   0.0045091   78.3840646   52.2560431   0.0002462   157.3514496   0.004538   0.0053141   157.6853598   0.0045274   
02089   157.3547389   0.0045201   0.0052955   157.4172934   0.0045092   78.5967453   52.3978302   0.0002469   157.7846739   0.004538   0.0053163   158.1214321   0.0045274   
02090   157.7900474   0.0045201   0.0052977   157.8540983   0.0045092   78.814821   52.543214   0.0002476   158.2201657   0.004538   0.0053185   158.5590255   0.0045274   
02091   158.2270446   0.0045201   0.0052999   158.2924826   0.0045092   79.0337452   52.6891635   0.0002483   158.6554649   0.004538   0.0053206   158.9963296   0.0045274   
02092   158.6546757   0.0045201   0.0053021   158.7224241   0.0045093   79.2485303   52.8323536   0.000249   159.0905067   0.004538   0.0053228   159.4345273   0.0045274   
02093   159.0916801   0.0045201   0.0053043   159.1608084   0.0045093   79.4674545   52.978303   0.0002496   159.5258121   0.004538   0.005325   159.8718312   0.0045274   
02094   159.5286874   0.0045201   0.0053065   159.5991928   0.0045093   79.6863786   53.1242524   0.0002503   159.9611208   0.004538   0.0053272   160.3091355   0.0045274   
02095   159.958852   0.0045202   0.0053086   160.0316116   0.0045093   79.9021628   53.2681085   0.000251   160.3949448   0.004538   0.0053294   160.7457671   0.0045274   
